Frame, Timestamp, Shelf, AOI, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z
1110, 30.3670, ShelfToys (UnityEngine.Transform), Top, -0.0368, 1.0904, -0.8885, 25.8881, 99.8792, 40.3441, -0.4362, 1.1950, -0.6507, 328.8067, 128.8056, 118.0542, 0.2369, 0.0686, 0.0947, -0.0256, 0.0587, -0.0453
1111, 30.3923, ShelfToys (UnityEngine.Transform), Top, -0.0313, 1.0925, -0.8849, 26.3982, 100.2489, 40.6022, -0.4395, 1.1998, -0.6523, 337.8793, 123.9721, 119.6460, 0.2140, 0.0825, 0.1431, -0.1325, 0.1889, -0.0635
1112, 30.4196, ShelfToys (UnityEngine.Transform), Top, -0.0273, 1.0930, -0.8815, 26.9289, 100.8973, 41.3582, -0.4506, 1.2102, -0.6535, 347.0522, 118.1592, 121.9595, 0.1491, 0.0185, 0.1240, -0.4042, 0.3810, -0.0451
1113, 30.4474, ShelfToys (UnityEngine.Transform), Top, -0.0239, 1.0921, -0.8799, 26.9582, 101.7863, 42.7100, -0.4646, 1.2167, -0.6555, 351.4301, 114.6497, 124.5634, 0.1221, -0.0329, 0.0554, -0.5051, 0.2351, -0.0722
1114, 30.4762, ShelfToys (UnityEngine.Transform), Top, -0.0204, 1.0915, -0.8788, 27.0245, 102.2868, 43.6237, -0.4738, 1.2215, -0.6570, 354.1042, 112.8118, 125.7052, 0.1216, -0.0207, 0.0400, -0.3208, 0.1642, -0.0500
1115, 30.5018, ShelfToys (UnityEngine.Transform), Top, -0.0172, 1.0893, -0.8790, 26.9086, 101.8420, 43.3862, -0.4826, 1.2226, -0.6632, 356.1328, 111.1897, 127.9087, 0.1236, -0.0843, -0.0082, -0.3416, 0.0452, -0.2445
1116, 30.5299, ShelfToys (UnityEngine.Transform), Top, -0.0146, 1.0879, -0.8801, 26.6014, 100.3714, 42.2014, -0.4863, 1.2192, -0.6720, 354.7392, 109.3885, 129.1131, 0.0923, -0.0527, -0.0388, -0.1313, -0.1207, -0.3113
1117, 30.5581, ShelfToys (UnityEngine.Transform), Top, -0.0130, 1.0869, -0.8809, 25.1857, 97.9218, 39.9972, -0.4861, 1.2145, -0.6787, 353.2565, 108.2928, 129.1747, 0.0571, -0.0352, -0.0275, 0.0042, -0.1675, -0.2359
1118, 30.5876, ShelfToys (UnityEngine.Transform), Top, -0.0115, 1.0873, -0.8811, 24.2615, 96.4982, 38.0337, -0.4830, 1.2103, -0.6831, 350.8984, 106.1298, 129.9535, 0.0523, 0.0151, -0.0069, 0.1065, -0.1423, -0.1516
1119, 30.6151, ShelfToys (UnityEngine.Transform), Top, -0.0097, 1.0883, -0.8810, 23.4350, 95.6702, 34.9875, -0.4776, 1.2027, -0.6874, 349.4990, 101.8594, 132.0147, 0.0649, 0.0359, 0.0037, 0.1977, -0.2776, -0.1566
1120, 30.6453, ShelfToys (UnityEngine.Transform), Top, -0.0076, 1.0892, -0.8809, 22.8107, 94.9617, 33.1747, -0.4742, 1.1970, -0.6914, 347.8060, 94.4246, 135.7177, 0.0679, 0.0307, 0.0034, 0.1126, -0.1868, -0.1303
1121, 30.6700, ShelfToys (UnityEngine.Transform), Top, -0.0057, 1.0908, -0.8799, 24.6110, 94.6270, 30.3395, -0.4702, 1.1982, -0.6972, 334.2738, 86.2800, 140.8797, 0.0782, 0.0634, 0.0400, 0.1615, 0.0464, -0.2346
1122, 30.6971, ShelfToys (UnityEngine.Transform), Top, -0.0040, 1.0933, -0.8785, 28.2282, 94.5453, 28.6039, -0.4708, 1.1982, -0.7062, 313.9744, 84.5435, 143.3129, 0.0611, 0.0939, 0.0517, -0.0241, -0.0010, -0.3324
1123, 30.7269, ShelfToys (UnityEngine.Transform), Top, -0.0035, 1.0964, -0.8776, 31.3527, 94.6701, 26.2066, -0.4763, 1.1952, -0.7242, 302.4550, 83.3055, 144.7099, 0.0166, 0.1027, 0.0297, -0.1848, -0.0987, -0.6034
1124, 30.7539, ShelfToys (UnityEngine.Transform), Top, -0.0048, 1.0986, -0.8757, 33.2127, 95.4274, 25.0387, -0.4877, 1.1862, -0.7415, 294.1804, 78.1506, 148.2877, -0.0475, 0.0816, 0.0684, -0.4194, -0.3340, -0.6411
1125, 30.7826, ShelfToys (UnityEngine.Transform), Top, -0.0074, 1.1007, -0.8731, 34.3497, 93.3675, 20.4478, -0.5038, 1.1683, -0.7569, 283.6010, 58.3227, 165.8077, -0.0912, 0.0730, 0.0935, -0.5620, -0.6239, -0.5389
1126, 30.8099, ShelfToys (UnityEngine.Transform), Top, -0.0096, 1.1026, -0.8706, 35.3833, 92.1861, 17.4889, -0.5133, 1.1577, -0.7679, 279.4450, 29.9592, 192.8925, -0.0785, 0.0714, 0.0889, -0.3495, -0.3869, -0.4025
1127, 30.8364, ShelfToys (UnityEngine.Transform), Top, -0.0150, 1.1060, -0.8662, 37.2088, 90.7822, 10.2321, -0.5300, 1.1265, -0.7784, 281.4165, 347.3781, 232.8463, -0.2043, 0.1254, 0.1675, -0.6296, -1.1786, -0.3960
1128, 30.8654, ShelfToys (UnityEngine.Transform), Top, -0.0216, 1.1136, -0.8603, 41.6212, 89.7320, 358.7399, -0.5359, 1.0960, -0.7950, 292.5095, 330.3337, 244.4480, -0.2264, 0.2624, 0.2018, -0.2031, -1.0519, -0.5733
1137, 31.1163, ShelfToys (UnityEngine.Transform), Top, 0.0669, 1.2728, -0.6394, 28.4961, 95.5175, 315.5450, -0.5746, 0.9944, -0.9714, 358.4741, 52.5725, 259.7830, 2.9355, 5.2843, 7.3309, -1.2836, -3.3728, -5.8516
1138, 31.1436, ShelfToys (UnityEngine.Transform), Top, 0.0806, 1.2750, -0.6176, 27.5497, 95.9606, 312.8487, -0.5887, 1.0048, -0.9730, 2.3348, 56.0680, 262.6963, 0.5027, 0.0813, 0.7971, -0.5164, 0.3827, -0.0589
1139, 31.1752, ShelfToys (UnityEngine.Transform), Top, 0.0959, 1.2841, -0.5927, 26.2022, 97.0429, 309.1290, -0.6028, 1.0103, -0.9806, 6.3506, 62.0930, 267.9428, 0.4826, 0.2871, 0.7909, -0.4481, 0.1730, -0.2402
1140, 31.2018, ShelfToys (UnityEngine.Transform), Top, 0.1004, 1.2945, -0.5779, 27.3349, 98.5192, 308.5331, -0.6142, 1.0143, -0.9878, 8.5951, 61.1638, 266.9604, 0.1694, 0.3896, 0.5530, -0.4248, 0.1512, -0.2707
1141, 31.2274, ShelfToys (UnityEngine.Transform), Top, 0.1004, 1.2945, -0.5779, 27.3351, 98.5196, 308.5337, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 24.0528, -39.7253, 36.5313
1142, 31.2545, ShelfToys (UnityEngine.Transform), Top, 0.1040, 1.2957, -0.5670, 29.8709, 105.8326, 319.7220, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1340, 0.0430, 0.4015, 0.0000, 0.0000, 0.0000
1143, 31.2804, ShelfToys (UnityEngine.Transform), Top, 0.1084, 1.2984, -0.5570, 30.3306, 109.3633, 323.5274, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1694, 0.1065, 0.3873, 0.0000, 0.0000, 0.0000
1144, 31.3099, ShelfToys (UnityEngine.Transform), Top, 0.1183, 1.2890, -0.5476, 26.4757, 108.4598, 325.0564, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.3342, -0.3175, 0.3183, 0.0000, 0.0000, 0.0000
1145, 31.3362, ShelfToys (UnityEngine.Transform), Top, 0.1302, 1.2752, -0.5395, 28.2282, 102.0298, 323.9724, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.4550, -0.5276, 0.3103, 0.0000, 0.0000, 0.0000
1146, 31.3639, ShelfToys (UnityEngine.Transform), Top, 0.1387, 1.2671, -0.5346, 36.0421, 96.8860, 320.3015, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.3058, -0.2933, 0.1736, 0.0000, 0.0000, 0.0000
1147, 31.3911, ShelfToys (UnityEngine.Transform), Top, 0.1350, 1.2679, -0.5398, 34.9034, 90.5098, 310.7549, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1358, 0.0309, -0.1907, 0.0000, 0.0000, 0.0000
1148, 31.4211, ShelfToys (UnityEngine.Transform), Top, 0.1328, 1.2686, -0.5430, 34.3468, 87.2335, 306.0244, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0747, 0.0211, -0.1064, 0.0000, 0.0000, 0.0000
1149, 31.4472, ShelfToys (UnityEngine.Transform), Top, 0.1157, 1.2738, -0.5566, 29.4336, 85.7679, 300.3029, -0.5316, 1.0413, -0.8728, 340.1389, 51.5385, 234.0880, -0.6545, 0.1994, -0.5220, -20.3802, 39.9205, -31.3522
1150, 31.4733, ShelfToys (UnityEngine.Transform), Top, 0.1057, 1.2773, -0.5639, 26.6556, 84.2075, 295.9379, -0.5316, 1.0413, -0.8728, 340.1389, 51.5385, 234.0880, -0.3841, 0.1346, -0.2765, 0.0000, 0.0000, 0.0000
1151, 31.4997, ShelfToys (UnityEngine.Transform), Top, 0.0990, 1.2815, -0.5682, 25.4246, 84.2104, 295.8864, -0.5315, 1.0348, -0.8513, 339.0867, 51.2490, 232.6660, -0.2510, 0.1610, -0.1646, 0.0024, -0.2441, 0.8146
1152, 31.5274, ShelfToys (UnityEngine.Transform), Top, 0.0939, 1.2845, -0.5734, 26.9162, 81.3411, 294.3182, -0.5342, 1.0356, -0.8328, 338.0339, 53.7597, 230.9648, -0.1848, 0.1060, -0.1878, -0.0961, 0.0272, 0.6678
1153, 31.5573, ShelfToys (UnityEngine.Transform), Top, 0.0888, 1.2914, -0.5774, 27.2144, 79.1409, 294.5621, -0.5359, 1.0384, -0.8229, 337.0041, 52.3379, 233.4318, -0.1704, 0.2342, -0.1329, -0.0574, 0.0930, 0.3301
1154, 31.5993, ShelfToys (UnityEngine.Transform), Top, 0.0790, 1.3025, -0.5822, 24.6887, 75.9805, 292.9070, -0.5389, 1.0414, -0.8212, 337.8901, 49.5991, 237.1503, -0.2347, 0.2631, -0.1159, -0.0720, 0.0727, 0.0419
1155, 31.6206, ShelfToys (UnityEngine.Transform), Top, 0.0715, 1.3122, -0.5849, 22.6442, 75.0671, 291.4445, -0.5401, 1.0415, -0.8229, 338.2771, 48.0531, 238.8596, -0.3505, 0.4574, -0.1230, -0.0559, 0.0019, -0.0802
1156, 31.6496, ShelfToys (UnityEngine.Transform), Top, 0.0672, 1.3205, -0.5850, 19.1349, 76.6415, 290.4603, -0.5414, 1.0404, -0.8269, 340.0177, 47.3510, 240.6623, -0.1487, 0.2854, -0.0060, -0.0449, -0.0379, -0.1375
1157, 31.6751, ShelfToys (UnityEngine.Transform), Top, 0.0637, 1.3307, -0.5848, 17.2669, 76.6788, 289.2844, -0.5429, 1.0378, -0.8339, 340.7997, 46.6560, 242.5383, -0.1356, 0.3996, 0.0074, -0.0580, -0.1008, -0.2763
1158, 31.7002, ShelfToys (UnityEngine.Transform), Top, 0.0637, 1.3307, -0.5848, 17.2669, 76.6788, 289.2844, -0.5429, 1.0378, -0.8339, 340.7997, 46.6560, 242.5383, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1159, 31.7276, ShelfToys (UnityEngine.Transform), Top, 0.0586, 1.3417, -0.5853, 16.5034, 73.8063, 286.9465, -0.5438, 1.0340, -0.8410, 341.4927, 46.2974, 243.8953, -0.1866, 0.4037, -0.0157, -0.0331, -0.1373, -0.2608
1160, 31.7522, ShelfToys (UnityEngine.Transform), Top, 0.0526, 1.3537, -0.5873, 16.8603, 71.2753, 285.6891, -0.5430, 1.0312, -0.8479, 343.5524, 44.6156, 245.5902, -0.2468, 0.4847, -0.0812, 0.0319, -0.1160, -0.2800
1161, 31.7801, ShelfToys (UnityEngine.Transform), Top, 0.0463, 1.3622, -0.5888, 21.6820, 68.9231, 285.3554, -0.5420, 1.0298, -0.8540, 344.1743, 42.5803, 246.8578, -0.2240, 0.3071, -0.0539, 0.0380, -0.0488, -0.2186
1162, 31.8093, ShelfToys (UnityEngine.Transform), Top, 0.0425, 1.3692, -0.5890, 27.1995, 67.1090, 285.7723, -0.5418, 1.0283, -0.8600, 346.0530, 40.7625, 247.9035, -0.1318, 0.2376, -0.0063, 0.0061, -0.0519, -0.2054
1163, 31.8331, ShelfToys (UnityEngine.Transform), Top, 0.0384, 1.3764, -0.5894, 30.6527, 65.0994, 285.2659, -0.5417, 1.0269, -0.8649, 347.3825, 39.4558, 248.9579, -0.1727, 0.3040, -0.0186, 0.0035, -0.0586, -0.2069
1164, 31.8604, ShelfToys (UnityEngine.Transform), Top, 0.0371, 1.3811, -0.5857, 41.3672, 62.0123, 283.0507, -0.5434, 1.0256, -0.8685, 348.5957, 39.2510, 248.7370, -0.0471, 0.1732, 0.1356, -0.0620, -0.0464, -0.1313
1165, 31.8874, ShelfToys (UnityEngine.Transform), Top, 0.0314, 1.3909, -0.5859, 52.7090, 52.8524, 278.6470, -0.5463, 1.0248, -0.8725, 348.2732, 38.5370, 249.3607, -0.2097, 0.3605, -0.0081, -0.1087, -0.0313, -0.1487
1166, 31.9158, ShelfToys (UnityEngine.Transform), Top, 0.0243, 1.4011, -0.5899, 65.0145, 12.3735, 245.0839, -0.5495, 1.0243, -0.8750, 348.3263, 38.6194, 248.9525, -0.2518, 0.3596, -0.1396, -0.1133, -0.0165, -0.0864
1167, 31.9426, ShelfToys (UnityEngine.Transform), Top, 0.0208, 1.4073, -0.5903, 58.1135, 319.4850, 199.7576, -0.5522, 1.0238, -0.8761, 348.1060, 38.8610, 249.1194, -0.1296, 0.2311, -0.0171, -0.0996, -0.0187, -0.0421
1168, 31.9712, ShelfToys (UnityEngine.Transform), Top, 0.0196, 1.4073, -0.5898, 48.1074, 304.4997, 188.6521, -0.5545, 1.0234, -0.8763, 347.7499, 38.6598, 249.0400, -0.0411, -0.0004, 0.0198, -0.0792, -0.0152, -0.0081
1169, 31.9998, ShelfToys (UnityEngine.Transform), Top, 0.0178, 1.4086, -0.5894, 40.0008, 296.2936, 183.4846, -0.5567, 1.0229, -0.8769, 347.5947, 38.3404, 249.1091, -0.0631, 0.0480, 0.0115, -0.0780, -0.0182, -0.0185
1170, 32.0267, ShelfToys (UnityEngine.Transform), Top, 0.0175, 1.4069, -0.5882, 36.2838, 295.2345, 187.5892, -0.5579, 1.0247, -0.8758, 347.2260, 38.1606, 248.9897, -0.0128, -0.0626, 0.0446, -0.0438, 0.0660, 0.0398
1171, 32.0548, ShelfToys (UnityEngine.Transform), Top, 0.0167, 1.4038, -0.5861, 43.0431, 304.8759, 195.8665, -0.5593, 1.0260, -0.8741, 346.8459, 37.9584, 248.8704, -0.0265, -0.1127, 0.0768, -0.0490, 0.0485, 0.0624
1172, 32.0826, ShelfToys (UnityEngine.Transform), Top, 0.0143, 1.4014, -0.5844, 49.9659, 316.4787, 205.3432, -0.5609, 1.0273, -0.8722, 346.7088, 38.0968, 248.7318, -0.0866, -0.0836, 0.0591, -0.0569, 0.0447, 0.0670
1173, 32.1104, ShelfToys (UnityEngine.Transform), Top, 0.0107, 1.4006, -0.5836, 53.6997, 325.2846, 211.6364, -0.5625, 1.0284, -0.8704, 346.6522, 38.2501, 248.6292, -0.1297, -0.0314, 0.0306, -0.0601, 0.0409, 0.0629
1174, 32.1393, ShelfToys (UnityEngine.Transform), Top, 0.0071, 1.4001, -0.5828, 59.2618, 352.2474, 232.9012, -0.5642, 1.0294, -0.8689, 346.6148, 38.3388, 248.5647, -0.1254, -0.0164, 0.0272, -0.0583, 0.0360, 0.0544
1175, 32.1668, ShelfToys (UnityEngine.Transform), Top, 0.0012, 1.4006, -0.5830, 59.5820, 4.0343, 242.5120, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2148, 0.0176, -0.0087, 20.5498, -37.4944, 29.6427
1176, 32.1951, ShelfToys (UnityEngine.Transform), Top, -0.0050, 1.3987, -0.5871, 46.8950, 51.6431, 280.2596, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2201, -0.0660, -0.1437, 0.0000, 0.0000, 0.0000
1177, 32.2244, ShelfToys (UnityEngine.Transform), Top, -0.0063, 1.3964, -0.5880, 25.4854, 73.5463, 291.8844, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0412, -0.0802, -0.0301, 0.0000, 0.0000, 0.0000
1178, 32.2517, ShelfToys (UnityEngine.Transform), Top, -0.0035, 1.3937, -0.5861, 10.8954, 84.1108, 295.2813, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0999, -0.0970, 0.0708, 0.0000, 0.0000, 0.0000
1179, 32.2797, ShelfToys (UnityEngine.Transform), Top, 0.0047, 1.3878, -0.5811, 2.3569, 89.2418, 296.2738, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2936, -0.2101, 0.1762, 0.0000, 0.0000, 0.0000
1180, 32.3081, ShelfToys (UnityEngine.Transform), Top, 0.0118, 1.3824, -0.5767, 356.8670, 92.4364, 296.4297, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.2494, -0.1900, 0.1571, 0.0000, 0.0000, 0.0000
1181, 32.3329, ShelfToys (UnityEngine.Transform), Top, 0.0166, 1.3801, -0.5725, 4.0779, 85.7896, 294.8942, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1925, -0.0949, 0.1663, 0.0000, 0.0000, 0.0000
1182, 32.3625, ShelfToys (UnityEngine.Transform), Top, 0.0167, 1.3794, -0.5720, 14.2924, 78.8561, 292.6755, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0046, -0.0221, 0.0192, 0.0000, 0.0000, 0.0000
1183, 32.3908, ShelfToys (UnityEngine.Transform), Top, 0.0158, 1.3796, -0.5725, 18.5354, 74.8485, 290.5104, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0319, 0.0074, -0.0185, 0.0000, 0.0000, 0.0000
1184, 32.4164, ShelfToys (UnityEngine.Transform), Top, 0.0147, 1.3801, -0.5732, 21.7905, 72.6992, 289.9123, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0424, 0.0173, -0.0277, 0.0000, 0.0000, 0.0000
1185, 32.4434, ShelfToys (UnityEngine.Transform), Top, 0.0130, 1.3806, -0.5744, 22.0918, 74.2493, 290.7792, -0.5552, 1.0292, -0.8650, 341.2523, 39.0074, 247.9931, -0.0623, 0.0176, -0.0462, -20.5173, 38.0334, -29.9325
1186, 32.4723, ShelfToys (UnityEngine.Transform), Top, 0.0114, 1.3809, -0.5757, 22.6661, 74.4679, 290.9054, -0.5552, 1.0292, -0.8650, 341.2523, 39.0074, 247.9931, -0.0574, 0.0128, -0.0419, 0.0000, 0.0000, 0.0000
1187, 32.4999, ShelfToys (UnityEngine.Transform), Top, 0.0102, 1.3813, -0.5765, 23.1873, 75.5534, 291.7112, -0.5540, 1.0209, -0.8669, 340.3090, 37.4912, 247.4283, -0.0409, 0.0125, -0.0304, 0.0429, -0.3028, -0.0688
1188, 32.5268, ShelfToys (UnityEngine.Transform), Top, 0.0101, 1.3813, -0.5770, 24.3022, 76.2478, 292.6272, -0.5525, 1.0141, -0.8703, 339.7670, 34.6889, 247.5443, -0.0069, -0.0007, -0.0181, 0.0567, -0.2504, -0.1275
1189, 32.5587, ShelfToys (UnityEngine.Transform), Top, 0.0101, 1.3813, -0.5773, 24.6151, 79.8658, 297.6169, -0.5529, 1.0106, -0.8727, 339.5735, 32.9763, 246.6809, 0.0007, 0.0024, -0.0111, -0.0129, -0.1123, -0.0724
1190, 32.5875, ShelfToys (UnityEngine.Transform), Top, 0.0103, 1.3816, -0.5774, 30.2631, 82.3490, 305.7254, -0.5540, 1.0083, -0.8732, 338.7954, 33.5725, 246.6765, 0.0078, 0.0095, -0.0029, -0.0354, -0.0794, -0.0182
1191, 32.6143, ShelfToys (UnityEngine.Transform), Top, 0.0102, 1.3827, -0.5787, 37.4506, 82.2634, 311.5176, -0.5544, 1.0072, -0.8731, 338.4521, 34.8137, 247.1122, -0.0043, 0.0426, -0.0480, -0.0166, -0.0400, 0.0026
1192, 32.6386, ShelfToys (UnityEngine.Transform), Top, 0.0101, 1.3840, -0.5802, 42.0459, 83.0208, 315.8328, -0.5548, 1.0061, -0.8732, 338.0881, 35.5351, 247.3784, -0.0047, 0.0529, -0.0603, -0.0147, -0.0470, -0.0017
1193, 32.6692, ShelfToys (UnityEngine.Transform), Top, 0.0087, 1.3867, -0.5833, 43.3752, 82.6294, 318.6297, -0.5548, 1.0058, -0.8727, 338.7592, 35.3070, 247.6674, -0.0433, 0.0859, -0.1009, -0.0030, -0.0096, 0.0154
1194, 32.6965, ShelfToys (UnityEngine.Transform), Top, 0.0072, 1.3877, -0.5876, 41.3451, 83.9585, 321.0222, -0.5550, 1.0054, -0.8725, 340.0815, 34.9186, 248.1698, -0.0569, 0.0366, -0.1579, -0.0061, -0.0122, 0.0055
1195, 32.7203, ShelfToys (UnityEngine.Transform), Top, 0.0064, 1.3860, -0.5913, 37.8802, 84.1464, 319.2915, -0.5551, 1.0052, -0.8723, 340.9172, 34.7159, 248.9175, -0.0345, -0.0708, -0.1569, -0.0047, -0.0098, 0.0088
1196, 32.7509, ShelfToys (UnityEngine.Transform), Top, 0.0068, 1.3812, -0.5963, 35.5374, 83.6883, 317.2708, -0.5554, 1.0050, -0.8722, 341.6457, 34.0317, 249.2207, 0.0137, -0.1556, -0.1629, -0.0085, -0.0075, 0.0038
1197, 32.7778, ShelfToys (UnityEngine.Transform), Top, 0.0070, 1.3706, -0.6063, 35.6593, 82.9535, 316.8442, -0.5557, 1.0045, -0.8720, 341.7985, 34.8443, 248.8748, 0.0069, -0.3956, -0.3735, -0.0101, -0.0178, 0.0062
1198, 32.8037, ShelfToys (UnityEngine.Transform), Top, 0.0071, 1.3629, -0.6138, 35.8125, 82.7004, 316.9908, -0.5560, 1.0039, -0.8719, 341.9722, 35.3428, 248.6970, 0.0036, -0.2966, -0.2886, -0.0114, -0.0220, 0.0064
1199, 32.8315, ShelfToys (UnityEngine.Transform), Top, 0.0036, 1.3414, -0.6354, 37.1627, 79.9791, 316.6775, -0.5564, 1.0036, -0.8716, 342.1137, 36.3289, 248.2394, -0.1231, -0.7729, -0.7783, -0.0152, -0.0129, 0.0092
1200, 32.8607, ShelfToys (UnityEngine.Transform), Top, -0.0055, 1.3127, -0.6647, 39.1089, 78.1426, 318.9168, -0.5566, 1.0034, -0.8711, 342.1633, 37.4403, 248.2377, -0.3120, -0.9843, -1.0014, -0.0064, -0.0060, 0.0172
1201, 32.8883, ShelfToys (UnityEngine.Transform), Top, -0.0156, 1.2791, -0.6875, 41.6717, 76.5753, 317.3497, -0.5568, 1.0033, -0.8703, 342.7232, 37.3233, 248.6835, -0.3668, -1.2185, -0.8289, -0.0095, -0.0041, 0.0288
1202, 32.9168, ShelfToys (UnityEngine.Transform), Top, -0.0235, 1.2438, -0.7079, 41.2230, 77.7438, 319.7948, -0.5575, 1.0031, -0.8695, 343.3901, 37.9188, 248.7200, -0.2781, -1.2373, -0.7133, -0.0254, -0.0048, 0.0298
1203, 32.9449, ShelfToys (UnityEngine.Transform), Top, -0.0277, 1.2257, -0.7196, 41.3915, 78.0058, 321.0257, -0.5583, 1.0030, -0.8687, 343.8736, 38.3684, 248.7636, -0.1482, -0.6451, -0.4189, -0.0252, -0.0052, 0.0291
1204, 32.9752, ShelfToys (UnityEngine.Transform), Top, -0.0377, 1.1936, -0.7398, 40.0191, 81.0770, 326.9242, -0.5597, 1.0029, -0.8672, 343.3086, 35.4383, 248.4640, -0.3314, -1.0595, -0.6672, -0.0463, -0.0016, 0.0477
1230, 33.6959, ShelfToys (UnityEngine.Transform), Top, 0.0796, 1.2216, -0.6460, 55.5245, 107.8354, 331.8346, -0.3740, 1.0406, -0.8157, 336.7110, 69.8819, 243.9582, 4.4205, 1.0556, 3.5387, 6.9994, 1.4211, 1.9399
1231, 33.7257, ShelfToys (UnityEngine.Transform), Top, 0.0965, 1.2181, -0.6202, 52.9235, 108.3578, 329.6587, -0.3761, 1.0417, -0.8156, 335.7782, 74.4673, 243.0247, 0.5689, -0.1187, 0.8633, -0.0711, 0.0364, 0.0036
1232, 33.7541, ShelfToys (UnityEngine.Transform), Top, 0.1102, 1.2116, -0.6054, 51.7749, 107.6440, 327.8750, -0.3805, 1.0444, -0.8135, 335.6935, 77.4195, 243.5045, 0.4839, -0.2289, 0.5234, -0.1549, 0.0957, 0.0763
1233, 33.7825, ShelfToys (UnityEngine.Transform), Top, 0.1134, 1.2073, -0.5985, 50.0816, 104.8375, 323.7502, -0.3864, 1.0489, -0.8110, 337.0364, 79.8793, 242.8853, 0.1105, -0.1491, 0.2402, -0.2078, 0.1555, 0.0868
1234, 33.8093, ShelfToys (UnityEngine.Transform), Top, 0.1207, 1.2066, -0.5864, 49.0105, 102.9562, 319.7718, -0.3902, 1.0522, -0.8095, 337.3133, 80.7062, 242.4859, 0.2709, -0.0281, 0.4526, -0.1430, 0.1247, 0.0567
1235, 33.8344, ShelfToys (UnityEngine.Transform), Top, 0.1199, 1.2076, -0.5841, 49.0022, 102.6801, 319.7462, -0.3956, 1.0519, -0.8079, 340.8892, 79.6650, 242.9755, -0.0324, 0.0402, 0.0920, -0.2142, -0.0124, 0.0636
1236, 33.8643, ShelfToys (UnityEngine.Transform), Top, 0.1167, 1.2101, -0.5839, 52.4084, 106.1931, 325.3392, -0.4052, 1.0503, -0.8072, 342.5186, 76.0866, 243.2275, -0.1054, 0.0848, 0.0049, -0.3224, -0.0544, 0.0222
1237, 33.8937, ShelfToys (UnityEngine.Transform), Top, 0.1138, 1.2131, -0.5860, 53.0594, 109.1970, 331.1689, -0.4192, 1.0494, -0.8081, 343.1338, 71.1505, 243.9685, -0.0999, 0.0998, -0.0698, -0.4752, -0.0300, -0.0296
1238, 33.9202, ShelfToys (UnityEngine.Transform), Top, 0.1122, 1.2134, -0.5871, 54.6097, 110.9276, 334.1852, -0.4352, 1.0481, -0.8106, 345.5211, 67.1211, 243.6695, -0.0605, 0.0123, -0.0430, -0.6034, -0.0500, -0.0953
1239, 33.9511, ShelfToys (UnityEngine.Transform), Top, 0.1115, 1.2125, -0.5883, 55.5581, 112.8090, 336.2878, -0.4464, 1.0474, -0.8154, 343.0189, 64.8461, 244.1063, -0.0228, -0.0295, -0.0382, -0.3621, -0.0218, -0.1549
1240, 33.9750, ShelfToys (UnityEngine.Transform), Top, 0.1114, 1.2107, -0.5890, 55.9430, 113.2743, 336.8256, -0.4533, 1.0475, -0.8207, 341.3372, 62.0437, 243.8632, -0.0043, -0.0745, -0.0292, -0.2892, 0.0037, -0.2219
1241, 34.0008, ShelfToys (UnityEngine.Transform), Top, 0.1118, 1.2090, -0.5889, 56.4339, 113.9612, 337.5106, -0.4599, 1.0474, -0.8248, 340.7668, 59.7691, 243.7944, 0.0154, -0.0680, 0.0037, -0.2564, -0.0026, -0.1601
1242, 34.0306, ShelfToys (UnityEngine.Transform), Top, 0.1122, 1.2063, -0.5900, 55.6540, 109.6319, 333.6438, -0.4645, 1.0475, -0.8316, 339.0218, 55.9965, 246.2474, 0.0158, -0.0876, -0.0368, -0.1525, 0.0040, -0.2270
